reporting_date,uniqueContID,ProductID,platform_identifier,confirmation_platform,counterparty_1_lei,counterparty_1_ID,counterparty_1_country,counterparty_2_lei,counterparty_2_name,counterparty_2_country,counterparty_2_sector,counterparty_2_rating,asset_class,contract_type,product_name,instrument_type,underlying_asset_type,underlying_id,underlying_name,cfi_code,isin,trade_date,effective_date,maturity_date,termination_date, notional_amount_leg1 ,notional_currency_leg1, notional_amount_leg2 ,notional_currency_leg2, price ,price_currency,fixed_rate_leg1,fixed_rate_leg2,floating_rate_index_leg1,floating_rate_index_leg2,spread_leg1_bps,spread_leg2_bps,payment_frequency_leg1,payment_frequency_leg2,day_count_leg1,day_count_leg2,buyer_lei,seller_lei,payer_leg1,receiver_leg1,direction,position_side,quantity,unit_of_measure,cleared,central_counterparty_lei,clearing_timestamp,settlement_date,settlement_currency,settlement_type,valuation_timestamp,valuation_amount,valuation_currency,valuation_method,valuation_source,collateralisation_category,collateral_portfolio_indicator,collateral_portfolio_code, initial_margin_posted , initial_margin_received , variation_margin_posted , variation_margin_received , excess_collateral_posted , excess_collateral_received ,margin_currency,option_type,option_style,strike_price,strike_currency,option_premium,premium_currency,premium_payment_date,expiry_date,reference_entity_lei,reference_entity_name,reference_obligation,seniority,credit_event,restructuring_clause,master_agreement_type,master_agreement_version,netting_set_id,margin_agreement_id,beneficiary_lei,broker_lei,clearing_member_lei
31/5/25,99999990137,99990001,MTF,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,V2G7QBD9DXGKA7AAUY49,Counterparty 128 Holdings,IN,Broker Dealer,BB,Commodity,Forward,Commodity Forward,OTC Derivative,Commodity,BRENT_CRUDE_OIL,Brent Crude Oil,SCXXXX,,17/10/25,19/10/25,19/4/26,,"140,000,000",CNH,,,220.5823,CNH,,,,,,,At Maturity,,ACT/365,,5493001KJTIIGC8Y1R12,V2G7QBD9DXGKA7AAUY49,V2G7QBD9DXGKA7AAUY49,5493001KJTIIGC8Y1R12,Buy,Long,177390,Barrels,N,,,18/10/25,CNH,Physical,2025-10-18T19:00:00,"2,233,690",CNH,Mark-to-Market,Internal Model,One-way CSA,Y,CSA-7623,"2,410,737","3,744,034","2,463,081","2,233,690","58,227","82,074",CNH,,,,,,,,,,,,,,,GMRA,1992,NS-154,MA-233,,,
31/5/25,99999990138,99990001,SEF,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,8MSUI2MS1Z1YF5B5GU81,Counterparty 595 Holdings,US,Asset Manager,AAA,Interest Rate,Option,Cap,OTC Derivative,Interest Rate,BBSW,BBSW,SRXXXX,,20/7/25,22/7/25,20/7/35,,"10,000,000",USD,,,0.058767,USD,0.058767,,BBSW,,44.1,,Semi-Annual,,ACT/360,,254900F6KD0V3NHL4K90,8MSUI2MS1Z1YF5B5GU81,8MSUI2MS1Z1YF5B5GU81,254900F6KD0V3NHL4K90,Buy,Short,,,N,,,22/7/25,USD,Physical,2025-07-20T19:00:00,"54,867",USD,Mark-to-Market,Internal Model,Partially Collateralised,Y,CSA-5230,"14,162","90,884", -   ,"10,487","88,194","42,284",USD,Put,European,236.2627,USD,264801.18,USD,22/7/25,21/5/35,,,,,,,GMRA,,NS-144,MA-200,,,
31/5/25,99999990139,99990001,MTF,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,QAZC2IOEHHK5EL8UKQ97,Counterparty 832 Investments,IN,Bank,AA,Foreign Exchange,Swap,FX Swap,OTC Derivative,Currency Pair,SGD/JPY,SGD/JPY,SFCXXX,,27/5/25,29/5/25,28/5/28,,"700,000,000",SGD,"920,602,446",JPY,1.197561,JPY,,,,,,,Quarterly,Semi-Annual,ACT/365,,254900F6KD0V3NHL4K90,QAZC2IOEHHK5EL8UKQ97,254900F6KD0V3NHL4K90,254900F6KD0V3NHL4K90,Buy,Short,,,N,,,29/5/25,SGD,Physical,2025-05-27T19:00:00,"2,041,263",SGD,Mark-to-Market,Market Data Vendor,Uncollateralised,Y,CSA-4014,"749,599","10,055,216", -   ,"2,041,263","4,390,495","2,351,220",SGD,,,,,,,,,,,,,,,None,,NS-101,MA-255,,,
31/5/25,99999990140,99990001,OTC,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,9KJ9UDHE078BKUXCJG97,Counterparty 339 Pte Ltd,GB,Bank,BBB,Interest Rate,Option,Cap,OTC Derivative,Interest Rate,SOFR,SOFR,SRXXXX,,16/7/25,16/7/25,15/10/25,,"100,000,000",GBP,,,0.003737,GBP,0.003737,,EURIBOR,,231.16,,Quarterly,,ACT/365,,9KJ9UDHE078BKUXCJG97,254900F6KD0V3NHL4K90,254900F6KD0V3NHL4K90,254900F6KD0V3NHL4K90,Sell,Long,,,N,,,18/7/25,GBP,Physical,2025-07-16T19:00:00,"-3,480,505",GBP,Mark-to-Model,Market Data Vendor,One-way CSA,N,CSA-8272,"1,848,147","1,349,014","1,365,762", -   ,"952,374","463,517",GBP,Put,American,173.0359,GBP,619147.25,GBP,18/7/25,27/8/25,,,,,,,None,2002,NS-115,MA-213,,,
31/5/25,99999990141,99990001,MTF,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,390XTNZJ4G82T0DMNV80,Counterparty 260 Investments,AU,Insurance,A,Interest Rate,Option,Floor,OTC Derivative,Interest Rate,BBSW,BBSW,SRXXXX,,23/9/25,28/9/25,28/9/26,,"120,000,000",GBP,,,0.03771,GBP,0.03771,0.027617,HIBOR,,190.25,,Quarterly,,ACT/365,,254900F6KD0V3NHL4K90,390XTNZJ4G82T0DMNV80,254900F6KD0V3NHL4K90,390XTNZJ4G82T0DMNV80,Buy,Short,,,Y,CMEGUS33XXX,2025-09-23T08:00:00,25/9/25,GBP,Physical,2025-09-23T19:00:00,"-1,703,237",GBP,Mark-to-Model,Internal Model,Uncollateralised,N,CSA-8224,"1,686,887","3,124,908","1,703,237","758,915","701,869","218,200",GBP,Call,American,237.7189,GBP,2772544.47,GBP,25/9/25,7/7/26,,,,,,,GMRA,1992,NS-156,MA-223,,,LSTG9KJK0H80K994RP24
31/5/25,99999990142,99990001,OTC,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,HMUSFW5B0KXQM6R7B550,Counterparty 270 Pte Ltd,US,Fund,B,Foreign Exchange,Swap,Cross Currency Swap,OTC Derivative,Currency Pair,HKD/EUR,HKD/EUR,SFCXXX,,30/11/25,1/12/25,30/11/28,,"9,000,000",HKD,"10,574,985",EUR,1.773898,EUR,0.03113,,SOFR,SONIA,115.38,-10.81,Monthly,Monthly,ACT/360,ACT/360,5493001KJTIIGC8Y1R12,HMUSFW5B0KXQM6R7B550,5493001KJTIIGC8Y1R12,HMUSFW5B0KXQM6R7B550,Buy,Long,,,N,,,2/12/25,HKD,Cash,2025-12-03T19:00:00,"337,883",HKD,Mark-to-Market,Internal Model,Uncollateralised,Y,CSA-1220,"5,187","102,781","68,403","337,883","66,285","30,702",HKD,,,,,,,,,,,,,,,None,1992,NS-109,MA-237,,,
31/5/25,99999990143,99990001,OTC,TriOptima,254900F6KD0V3NHL4K90,AkbarBank SG,SG,GHDIMFLFFA1ONDFYU734,Counterparty 587 Bank,SG,Bank,BBB,Commodity,Forward,Commodity Forward,OTC Derivative,Commodity,WTI_CRUDE_OIL,WTI Crude Oil,SCXXXX,,30/12/25,4/1/26,4/1/27,,"34,000,000",USD,,,80.5502,USD,,,,,,,Quarterly,,ACT/360,,254900F6KD0V3NHL4K90,GHDIMFLFFA1ONDFYU734,GHDIMFLFFA1ONDFYU734,GHDIMFLFFA1ONDFYU734,Buy,Short,214818,MMBtu,Y,LCHLGB2LXXX,2025-12-30T08:00:00,1/1/26,USD,Physical,2026-01-01T19:00:00,"1,087,821",USD,Mark-to-Model,Market Data Vendor,One-way CSA,N,CSA-3501,"716,925","77,295", -   ,"1,087,821","48,308","255,188",USD,,,,,,,,,,,,,,,GMRA,1992,NS-155,MA-208,,,1F2AFUXEQU2W4X5T5U79
31/5/25,99999990144,99990001,OTC,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,ZXA1LJLNGBZ4JRVMB560,Counterparty 262 Capital,FR,Bank,AAA,Commodity,Forward,Commodity Forward,OTC Derivative,Commodity,BRENT_CRUDE_OIL,Brent Crude Oil,SCXXXX,,10/10/25,12/10/25,12/10/27,,"60,000,000",CNH,,,101.275,CNH,,,,,,,Quarterly,,ACT/365,,5493001KJTIIGC8Y1R12,ZXA1LJLNGBZ4JRVMB560,ZXA1LJLNGBZ4JRVMB560,5493001KJTIIGC8Y1R12,Buy,Short,332332,MMBtu,N,,,11/10/25,CNH,Physical,2025-10-13T19:00:00,"-4,157,702",CNH,Mark-to-Model,Counterparty Statement,Fully Collateralised,Y,CSA-3082,"581,909","858,060","4,157,702", -   ,"579,284","468,957",CNH,,,,,,,,,,,,,,,None,2002,NS-145,MA-237,,,
31/5/25,99999990145,99990001,Bilateral,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,BU6GYJUF753RE2YMRJ56,Counterparty 968 Pte Ltd,FR,Asset Manager,AA,Equity,Swap,Equity Swap,OTC Derivative,Single Name Equity,DBS,DBS SP Equity,SESXXX,US9438281962,1/9/25,2/9/25,2/9/27,,"320,000,000",AUD,,,33.9295,AUD,,,,,,,Quarterly,,30/360,,254900F6KD0V3NHL4K90,BU6GYJUF753RE2YMRJ56,254900F6KD0V3NHL4K90,254900F6KD0V3NHL4K90,Buy,Long,27486,Troy Ounces,N,,,2/9/25,AUD,Physical,2025-09-03T19:00:00,"1,203,312",AUD,Mark-to-Model,Internal Model,Fully Collateralised,N,CSA-1417,"4,839,641","2,382,974", -   ,"5,457,286","2,012,449","2,068,251",AUD,,,,,,,,,,,,,,,GMRA,2002,NS-120,MA-239,,,
31/5/25,99999990146,99990001,OTC,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,6DI5EEIJG7KPFXWVF053,Counterparty 868 Pte Ltd,DE,Insurance,AAA,Foreign Exchange,Forward,NDF,OTC Derivative,Currency Pair,EUR/AUD,EUR/AUD,FFCXXX,,11/9/25,16/9/25,16/12/25,,"300,000,000",EUR,," 341,459,400 ", 1.13820 ,AUD,,,,,,,Quarterly,,ACT/360,,5493001KJTIIGC8Y1R12,6DI5EEIJG7KPFXWVF053,6DI5EEIJG7KPFXWVF053,6DI5EEIJG7KPFXWVF053,Buy,Long,,,N,,,13/9/25,EUR,Physical,2025-09-14T19:00:00,"12,612,676",EUR,Mark-to-Market,Market Data Vendor,Partially Collateralised,Y,CSA-9785,"7,817,986","2,046,565", -   ,"12,612,676","22,050","1,883,039",EUR,,,,,,,,,,,,,,,None,2018,NS-117,MA-235,6DI5EEIJG7KPFXWVF053,,
31/5/25,99999990147,99990001,MTF,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,VMUQZHS2B26ZNLHCYG36,Counterparty 304 Holdings,JP,Sovereign,AA,Interest Rate,Swap,Overnight Index Swap,OTC Derivative,Interest Rate,HIBOR,HIBOR,SRXXXX,,13/1/26,15/1/26,15/1/28,,"400,000,000",CNH,,,0.018271,CNH,0.018271,,SONIA,,-46.29,,Semi-Annual,,ACT/360,,254900F6KD0V3NHL4K90,VMUQZHS2B26ZNLHCYG36,254900F6KD0V3NHL4K90,254900F6KD0V3NHL4K90,Buy,Short,,,N,,,15/1/26,CNH,Cash,2026-01-15T19:00:00,"23,062,913",CNH,Mark-to-Market,Market Data Vendor,Partially Collateralised,N,CSA-8486,"2,476,232","11,361,541", -   ,"23,062,913","3,720,503","3,549,448",CNH,,,,,,,,,,,,,,,ISDA,1992,NS-158,MA-240,,,
31/5/25,99999990148,99990001,OTC,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,AHFP39RRB4EJNEZYBC73,Counterparty 542 Investments,CN,Corporate,A,Equity,Swap,Equity Swap,OTC Derivative,Single Name Equity,AAPL,AAPL US Equity,SESXXX,US6916890585,1/8/25,2/8/25,1/11/25,,"80,000,000",JPY,,,181.6778,JPY,,,,,,,Monthly,,30/360,,5493001KJTIIGC8Y1R12,AHFP39RRB4EJNEZYBC73,AHFP39RRB4EJNEZYBC73,5493001KJTIIGC8Y1R12,Buy,Long,133546,Metric Tonnes,Y,SGXASGSGXXX,2025-08-01T03:00:00,2/8/25,JPY,Cash,2025-08-01T19:00:00,"2,759,287",JPY,Mark-to-Model,Market Data Vendor,Uncollateralised,N,CSA-7116,"1,782,062","687,641", -   ,"2,759,287","438,761","315,968",JPY,,,,,,,,,,,,,,,None,,NS-114,MA-236,,QIVW328KCV6JV8KINZ20,
31/5/25,99999990149,99990001,OTC,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,3JMA6G5JETPZTN8GMB12,Counterparty 131 Capital,AU,Asset Manager,BB,Credit,Swap,Credit Default Swap,OTC Derivative,Reference Entity,ZATVYXNT14C5C5UWBQ99,Petronas,SCXXXX,,4/3/25,5/3/25,5/3/26,,"14,000,000",JPY,,,163.14,JPY,,,,,,,Quarterly,,30/360,,3JMA6G5JETPZTN8GMB12,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,3JMA6G5JETPZTN8GMB12,Sell,Long,,,N,,,5/3/25,JPY,Cash,2025-03-04T19:00:00,"566,536",JPY,Mark-to-Model,Internal Model,Partially Collateralised,N,CSA-5501,"323,311","177,535", -   ,"265,754","97,598","54,345",JPY,,,,,,,,,ZATVYXNT14C5C5UWBQ99,Petronas,Senior Bond 2035,Secured,Restructuring,MM,GMRA,1992,NS-144,MA-233,,,
31/5/25,99999990150,99990001,MTF,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,SV1HJEM45PAYLYCTLO53,Counterparty 986 Holdings,US,Insurance,AA,Foreign Exchange,Swap,FX Swap,OTC Derivative,Currency Pair,EUR/SGD,EUR/SGD,SFCXXX,,11/9/25,12/9/25,10/9/35,,"40,000,000",EUR,"41,757,581",SGD,1.040011,SGD,,,,,,,At Maturity,Semi-Annual,30/360,,SV1HJEM45PAYLYCTLO53,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,SV1HJEM45PAYLYCTLO53,Sell,Long,,,N,,,12/9/25,EUR,Physical,2025-09-11T19:00:00,"-3,068,559",EUR,Mark-to-Market,Counterparty Statement,Uncollateralised,Y,CSA-4316,"630,210","832,575","3,068,559", -   ,"58,955","53,286",EUR,,,,,,,,,,,,,,,None,,NS-100,MA-223,,,
31/5/25,99999990151,99990001,SEF,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,7ATIUP4NM444NGLY9819,Counterparty 249 Bank,US,Insurance,AAA,Interest Rate,Option,Cap,OTC Derivative,Interest Rate,SONIA,SONIA,SRXXXX,,20/9/25,21/9/25,22/3/26,,"700,000,000",EUR,,,0.061101,EUR,0.061101,,EURIBOR,,-32.1,,Monthly,,ACT/365,,7ATIUP4NM444NGLY9819,254900F6KD0V3NHL4K90,254900F6KD0V3NHL4K90,7ATIUP4NM444NGLY9819,Sell,Short,,,N,,,22/9/25,EUR,Physical,2025-09-20T19:00:00,"-51,194,203",EUR,Mark-to-Model,Market Data Vendor,One-way CSA,N,CSA-7325,"6,730,239","8,287,206","51,194,203","5,231,551","5,301,924","5,876,554",EUR,Call,American,97.5273,EUR,19575877.26,EUR,22/9/25,19/1/26,,,,,,,GMRA,1992,NS-116,MA-240,,,
31/5/25,99999990152,99990001,SEF,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,UUPMWTMV70RQ1MISMX79,Counterparty 666 Capital,US,Insurance,BB,Equity,Forward,Equity Forward,OTC Derivative,Single Name Equity,HSBA,HSBA LN Equity,SESXXX,US3379432013,16/4/25,21/4/25,21/4/26,,"220,000,000",GBP,,,146.6572,GBP,,,,,,,Annual,,ACT/360,,UUPMWTMV70RQ1MISMX79,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,Sell,Long,5168,Shares,Y,CMEGUS33XXX,2025-04-16T06:00:00,17/4/25,GBP,Physical,2025-04-18T19:00:00,"-17,484,999",GBP,Mark-to-Model,Market Data Vendor,Partially Collateralised,Y,CSA-4611,"1,246,925","6,165,205","2,000,946","2,567,768","1,360,286","1,255,358",GBP,,,,,,,,,,,,,,,GMRA,2018,NS-153,MA-215,,,
31/5/25,99999990153,99990001,Bilateral,TriOptima,254900F6KD0V3NHL4K90,AkbarBank SG,SG,YN8BKFR5HGP0OP3KLO45,Counterparty 209 Pte Ltd,AU,Corporate,A,Foreign Exchange,Swap,FX Swap,OTC Derivative,Currency Pair,GBP/SGD,GBP/SGD,SFCXXX,,4/5/25,6/5/25,4/5/32,,"3,000,000",GBP,"2,807,923",SGD,0.780463,SGD,,,,,,,Quarterly,Annual,30/360,,YN8BKFR5HGP0OP3KLO45,5493001KJTIIGC8Y1R12,YN8BKFR5HGP0OP3KLO45,5493001KJTIIGC8Y1R12,Sell,Long,,,N,,,6/5/25,GBP,Cash,2025-05-07T19:00:00,"168,281",GBP,Mark-to-Model,Counterparty Statement,Uncollateralised,N,CSA-6655,"67,562","2,072","12,308","168,281","10,786",615,GBP,,,,,,,,,,,,,,,GMRA,,NS-158,MA-227,,,
31/5/25,99999990154,99990001,MTF,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,Q4KKO77MCYXDOFKF9D42,Counterparty 181 Holdings,HK,Insurance,AAA,Interest Rate,Swap,Basis Swap,OTC Derivative,Interest Rate,SORA,SORA,SRXXXX,,12/5/25,17/5/25,17/5/26,,"600,000,000",HKD,,,0.035032,HKD,0.035032,0.008267,SOFR,TONAR,146.39,185.28,Monthly,Semi-Annual,ACT/365,30/360,254900F6KD0V3NHL4K90,Q4KKO77MCYXDOFKF9D42,Q4KKO77MCYXDOFKF9D42,254900F6KD0V3NHL4K90,Buy,Short,,,Y,SGXASGSGXXX,2025-05-12T07:00:00,14/5/25,HKD,Physical,2025-05-13T19:00:00,"-20,328,673",HKD,Mark-to-Model,Counterparty Statement,One-way CSA,N,CSA-9576,"8,464,471","7,618,752","20,328,673", -   ,"5,621,221","1,001,373",HKD,,,,,,,,,,,,,,,GMRA,2002,NS-151,MA-202,,,KD4JIPXR3P3LHPKCEY27
31/5/25,99999990155,99990001,SEF,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,0YYTXBU5MBN1J2ITZP28,Counterparty 116 Bank,SG,Insurance,AA,Commodity,Option,Commodity Option,OTC Derivative,Commodity,WTI_CRUDE_OIL,WTI Crude Oil,OCXXXX,,14/8/25,16/8/25,14/8/35,,"30,000,000",CNH,,,237.9768,CNH,,,,,,,Semi-Annual,,30/360,,5493001KJTIIGC8Y1R12,0YYTXBU5MBN1J2ITZP28,0YYTXBU5MBN1J2ITZP28,5493001KJTIIGC8Y1R12,Buy,Short,75473,Barrels,Y,LCHLGB2LXXX,2025-08-14T04:00:00,16/8/25,CNH,Cash,2025-08-17T19:00:00,"-981,993",CNH,Mark-to-Model,Market Data Vendor,One-way CSA,Y,CSA-1686,"47,807","418,580","981,993", -   ,"13,204","3,634",CNH,Call,European,116.2265,CNH,256587.18,CNH,16/8/25,15/6/35,,,,,,,ISDA,,NS-135,MA-236,,,V3WUSXD7H2516C96EJ58
31/5/25,99999990156,99990001,OTC,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,CQ4EO3K5HF3VX4Q99V90,Counterparty 780 Capital,DE,Broker Dealer,BBB,Interest Rate,Swap,Interest Rate Swap,OTC Derivative,Interest Rate,SONIA,SONIA,SRXXXX,,28/9/25,29/9/25,28/9/28,,"90,000,000",USD,,,0.03368,USD,0.03368,,EURIBOR,SOFR,235.63,40.1,Quarterly,Semi-Annual,ACT/365,ACT/360,CQ4EO3K5HF3VX4Q99V90,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,Sell,Long,,,Y,CMEGUS33XXX,2025-09-28T01:00:00,29/9/25,USD,Cash,2025-09-29T19:00:00,"-5,666,446",USD,Mark-to-Market,Market Data Vendor,One-way CSA,Y,CSA-5379,"399,524","603,788","1,585,343", -   ,"534,033","553,892",USD,,,,,,,,,,,,,,,None,1992,NS-153,MA-239,,XHTP55ZNZ1PSPKVKUY20,FAJ815FJDA4LCISXWF15
31/5/25,99999990157,99990001,Bilateral,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,6G5OSCZVK42W6TSZ0P49,Counterparty 782 Capital,SG,Bank,A,Foreign Exchange,Forward,NDF,OTC Derivative,Currency Pair,USD/SGD,USD/SGD,FFCXXX,,19/4/25,20/4/25,18/4/35,,"19,000,000",USD,," 14,767,104 ", 0.77722 ,SGD,,,,,,,Annual,,30/360,,6G5OSCZVK42W6TSZ0P49,5493001KJTIIGC8Y1R12,6G5OSCZVK42W6TSZ0P49,5493001KJTIIGC8Y1R12,Sell,Short,,,N,,,20/4/25,USD,Physical,2025-04-20T19:00:00,"-1,136,626",USD,Mark-to-Market,Market Data Vendor,One-way CSA,N,CSA-4014,"411,979","161,011","1,136,626", -   ,"1,413","148,809",USD,,,,,,,,,,,,,,,GMRA,,NS-105,MA-231,,,
31/5/25,99999990158,99990001,Bilateral,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,65RML0CAXVXVAG46MN28,Counterparty 440 Holdings,DE,Bank,AAA,Interest Rate,Swap,Overnight Index Swap,OTC Derivative,Interest Rate,SOFR,SOFR,SRXXXX,,22/5/25,27/5/25,27/5/27,,"360,000,000",CNH,,,0.02028,CNH,0.02028,0.039333,HIBOR,,-31.16,,At Maturity,,ACT/365,,65RML0CAXVXVAG46MN28,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,Sell,Short,,,Y,SGXASGSGXXX,2025-05-22T01:00:00,24/5/25,CNH,Physical,2025-05-22T19:00:00,"24,713,188",CNH,Mark-to-Market,Counterparty Statement,Fully Collateralised,Y,CSA-4847,"9,872,336","6,574,613", -   ,"24,713,188","3,332,265","1,400,495",CNH,,,,,,,,,,,,,,,None,2018,NS-111,MA-234,,,
31/5/25,99999990159,99990001,SEF,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,P4BGIQKSQ0K1NKXGST79,Counterparty 808 Holdings,FR,Corporate,A,Credit,Swap,Credit Default Swap,OTC Derivative,Reference Entity,2VH6836H4RFWFWLYM842,Temasek Holdings,SCXXXX,,25/11/25,25/11/25,26/5/26,,"9,000,000",USD,,,228.58,USD,,,,,,,At Maturity,,ACT/360,,254900F6KD0V3NHL4K90,P4BGIQKSQ0K1NKXGST79,254900F6KD0V3NHL4K90,254900F6KD0V3NHL4K90,Buy,Short,,,N,,,26/11/25,USD,Cash,2025-11-25T19:00:00,"708,657",USD,Mark-to-Market,Counterparty Statement,Fully Collateralised,Y,CSA-6112,"43,819","92,367", -   ,"708,657","48,337","38,308",USD,,,,,,,,,2VH6836H4RFWFWLYM842,Temasek Holdings,Senior Bond 2027,Senior Unsecured,Bankruptcy,MR,None,2002,NS-144,MA-216,,CC2MAWBXV0AU3FIG7924,
31/5/25,99999990160,99990001,OTC,TriOptima,254900F6KD0V3NHL4K90,AkbarBank SG,SG,E7XE5TT0BBSULFI7GX24,Counterparty 197 Capital,AU,Broker Dealer,AA,Interest Rate,Swap,Basis Swap,OTC Derivative,Interest Rate,SONIA,SONIA,SRXXXX,,30/1/26,1/2/26,31/1/31,,"300,000,000",GBP,,,0.055092,GBP,0.055092,,TONAR,HIBOR,-26.1,163.84,Monthly,Annual,ACT/360,30/360,E7XE5TT0BBSULFI7GX24,254900F6KD0V3NHL4K90,E7XE5TT0BBSULFI7GX24,E7XE5TT0BBSULFI7GX24,Sell,Long,,,Y,SGXASGSGXXX,2026-01-30T07:00:00,31/1/26,GBP,Cash,2026-01-31T19:00:00,"19,503,332",GBP,Mark-to-Model,Counterparty Statement,Partially Collateralised,N,CSA-9971,"5,921,097","903,921", -   ,"1,871,353","713,735","1,289,169",GBP,,,,,,,,,,,,,,,None,,NS-112,MA-252,,,
31/5/25,99999990161,99990001,Bilateral,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,SRPH0Q5AHZMQILHPIC39,Counterparty 355 Pte Ltd,DE,Corporate,AA,Interest Rate,Option,Cap,OTC Derivative,Interest Rate,BBSW,BBSW,SRXXXX,,11/1/26,11/1/26,9/1/33,,"20,000,000",JPY,,,0.009423,JPY,0.009423,,EURIBOR,,-17.91,,Monthly,,30/360,,254900F6KD0V3NHL4K90,SRPH0Q5AHZMQILHPIC39,254900F6KD0V3NHL4K90,SRPH0Q5AHZMQILHPIC39,Buy,Short,,,N,,,12/1/26,JPY,Cash,2026-01-12T19:00:00,"-169,362",JPY,Mark-to-Model,Internal Model,Fully Collateralised,N,CSA-3900,"88,193","388,778","169,362", -   ,"85,230","2,754",JPY,Call,Bermudan,124.5187,JPY,256492.64,JPY,13/1/26,13/11/32,,,,,,,ISDA,,NS-112,MA-244,SRPH0Q5AHZMQILHPIC39,,
31/5/25,99999990162,99990001,OTC,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,K4O2IBP5YO96JHRX7Q98,Counterparty 201 Capital,IN,Broker Dealer,AA,Foreign Exchange,Swap,Cross Currency Swap,OTC Derivative,Currency Pair,SGD/EUR,SGD/EUR,SFCXXX,,5/12/25,7/12/25,5/12/32,,"45,000,000",SGD,"54,755,870",EUR,1.235903,EUR,0.044278,,TONAR,HIBOR,134.08,189.7,Semi-Annual,Annual,ACT/360,30/360,254900F6KD0V3NHL4K90,K4O2IBP5YO96JHRX7Q98,254900F6KD0V3NHL4K90,K4O2IBP5YO96JHRX7Q98,Buy,Long,,,N,,,6/12/25,SGD,Cash,2025-12-05T19:00:00,"918,139",SGD,Mark-to-Market,Counterparty Statement,Partially Collateralised,Y,CSA-7729,"1,319,560","4,551","294,639","918,139","389,948","92,232",SGD,,,,,,,,,,,,,,,GMRA,1992,NS-106,MA-243,,,
31/5/25,99999990163,99990001,MTF,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,NXGCQA0HR2NFVPHFQ890,Counterparty 879 Bank,JP,Asset Manager,B,Interest Rate,Option,Floor,OTC Derivative,Interest Rate,SOFR,SOFR,SRXXXX,,24/1/25,29/1/25,29/1/28,,"28,000,000",CNH,,,0.008044,CNH,0.008044,,TONAR,,33.3,,Annual,,ACT/360,,NXGCQA0HR2NFVPHFQ890,5493001KJTIIGC8Y1R12,NXGCQA0HR2NFVPHFQ890,5493001KJTIIGC8Y1R12,Sell,Long,,,N,,,25/1/25,CNH,Physical,2025-01-24T19:00:00,"879,778",CNH,Mark-to-Model,Internal Model,Partially Collateralised,N,CSA-1575,"785,110","632,795", -   ,"879,778","149,248","191,643",CNH,Put,European,39.5103,CNH,200027.48,CNH,26/1/25,12/1/28,,,,,,,ISDA,2002,NS-126,MA-206,,,
31/5/25,99999990164,99990001,OTC,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,2K8N21L2RUQNBMZSY869,Counterparty 193 Holdings,SG,Fund,B,Equity,Swap,Equity Swap,OTC Derivative,Single Name Equity,MSFT,MSFT US Equity,SESXXX,US0187208505,2/3/25,3/3/25,2/6/25,,"950,000,000",CNH,,,39.2206,CNH,,,,,,,Monthly,,ACT/360,,254900F6KD0V3NHL4K90,2K8N21L2RUQNBMZSY869,254900F6KD0V3NHL4K90,254900F6KD0V3NHL4K90,Buy,Long,43324,Barrels,N,,,3/3/25,CNH,Physical,2025-03-02T19:00:00,"-36,531,951",CNH,Mark-to-Market,Market Data Vendor,Fully Collateralised,Y,CSA-1423,"9,464,162","3,881,129","36,531,951", -   ,"6,832,641","9,389,828",CNH,,,,,,,,,,,,,,,GMRA,,NS-143,MA-207,,,
